mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin_Europe,origin_Japan,origin_USA
32.1,4,0.07751937984496121,0.13043478260869562,0.1437482279557698,15.5,80,False,False,True
37.2,4,0.046511627906976744,0.1032608695652174,0.11511199319535015,16.4,80,False,True,False
28.0,4,0.21447028423772607,0.2391304347826087,0.3019563368301673,16.5,80,False,False,True
26.4,4,0.18604651162790697,0.2282608695652174,0.3563935355826482,18.1,80,False,False,True
24.3,4,0.21447028423772607,0.2391304347826087,0.39410263680181457,20.1,80,False,False,True
19.1,6,0.40568475452196384,0.2391304347826087,0.5012758718457613,18.7,80,False,False,True
34.3,4,0.07493540051679587,0.17391304347826086,0.16302806918060675,15.8,80,True,False,False
29.8,4,0.17054263565891475,0.2391304347826087,0.3113127303657499,15.5,80,False,True,False
31.3,4,0.13436692506459946,0.1576086956521739,0.2633966543804933,17.5,80,False,True,False
37.0,4,0.13178294573643412,0.25,0.23277573008222285,15.0,80,False,True,False
32.2,4,0.10335917312661497,0.1576086956521739,0.18485965409696625,15.2,80,False,True,False
46.6,4,0.046511627906976744,0.1032608695652174,0.14091295718741137,17.9,80,False,True,False
27.9,4,0.22739018087855295,0.32065217391304346,0.3365466402041395,14.4,80,False,False,True
40.8,4,0.043927648578811374,0.1032608695652174,0.14091295718741137,19.2,80,False,True,False
44.3,4,0.056847545219638224,0.010869565217391297,0.13382478026651545,21.7,80,True,False,False
43.4,4,0.056847545219638224,0.010869565217391297,0.20470654947547495,23.7,80,True,False,False
36.4,5,0.13695090439276486,0.1141304347826087,0.3790757017295152,19.9,80,True,False,False
30.0,4,0.20155038759689925,0.1141304347826087,0.46413382478026655,21.8,80,True,False,False
44.6,4,0.05943152454780362,0.1141304347826087,0.06719591721009355,13.8,80,False,True,False
40.9,4,0.043927648578811374,0.25815217391304346,0.06294301105755595,17.3,80,True,False,False
33.8,4,0.07493540051679587,0.1141304347826087,0.15083640487666572,18.0,80,False,True,False
29.8,4,0.054263565891472854,0.08695652173913043,0.06577828182591439,15.3,80,True,False,False
32.7,6,0.25839793281653745,0.46739130434782605,0.3677346186560817,11.4,80,False,True,False
23.7,3,0.00516795865633074,0.2934782608695652,0.22880635100652114,12.5,80,False,True,False
35.0,4,0.1395348837209302,0.2282608695652174,0.25148851715338816,15.1,80,True,False,False
23.6,4,0.18604651162790697,0.25815217391304346,0.36631698327190243,14.3,80,False,False,True
32.4,4,0.10077519379844962,0.14130434782608692,0.19194783101786217,17.0,80,False,True,False
27.2,4,0.1731266149870801,0.20652173913043476,0.24865324638502972,15.7,81,False,False,True
26.6,4,0.21447028423772607,0.20652173913043476,0.2897646725262263,16.4,81,False,False,True
25.8,4,0.22739018087855295,0.25,0.2855117663736887,14.4,81,False,False,True
23.5,6,0.2713178294573643,0.34782608695652173,0.31528210944145163,12.6,81,False,False,True
30.0,4,0.1731266149870801,0.20652173913043476,0.21888290331726679,12.9,81,False,False,True
39.1,4,0.028423772609819126,0.06521739130434784,0.040260844910688987,16.9,81,False,True,False
39.0,4,0.046511627906976744,0.09782608695652173,0.07428409413098946,16.4,81,False,False,True
35.1,4,0.033591731266149866,0.07608695652173914,0.04167848029486815,16.1,81,False,True,False
32.3,4,0.07493540051679587,0.1141304347826087,0.1281542387297987,17.8,81,False,True,False
37.0,4,0.043927648578811374,0.1032608695652174,0.10263680181457335,19.4,81,False,True,False
37.7,4,0.054263565891472854,0.08695652173913043,0.1239013325772611,17.3,81,False,True,False
34.1,4,0.05943152454780362,0.11956521739130432,0.10547207258293168,16.0,81,False,True,False
34.7,4,0.09560723514211888,0.09239130434782605,0.17068330025517442,14.9,81,False,False,True
34.4,4,0.07751937984496121,0.1032608695652174,0.12248369719308194,16.2,81,False,False,True
29.9,4,0.07751937984496121,0.1032608695652174,0.21746526793308762,20.7,81,False,False,True
33.0,4,0.09560723514211888,0.15217391304347827,0.1635951233342784,14.2,81,True,False,False
34.5,4,0.08268733850129201,0.25815217391304346,0.20045364332293736,15.8,81,True,False,False
33.7,4,0.10077519379844962,0.1576086956521739,0.16926566487099515,14.4,81,False,True,False
32.4,4,0.10335917312661497,0.1576086956521739,0.20895945562801244,16.8,81,False,True,False
32.9,4,0.13178294573643412,0.2934782608695652,0.28409413098950953,14.8,81,False,True,False
31.6,4,0.13436692506459946,0.15217391304347827,0.2897646725262263,18.3,81,False,True,False
28.1,4,0.18863049095607237,0.18478260869565216,0.4584632832435498,20.4,81,True,False,False
30.7,6,0.19896640826873385,0.16304347826086957,0.4386163878650411,19.6,81,True,False,False
25.4,6,0.25839793281653745,0.3804347826086957,0.36489934788772327,12.6,81,False,True,False
24.2,6,0.20155038759689925,0.40217391304347827,0.37340516019279846,13.8,81,False,True,False
22.4,6,0.4211886304909561,0.34782608695652173,0.5109157924581798,15.8,81,False,False,True
26.6,8,0.7286821705426357,0.32065217391304346,0.5988091862772894,19.0,81,False,False,True
20.2,6,0.3410852713178295,0.2282608695652174,0.4102636801814573,17.1,81,False,False,True
17.6,6,0.40568475452196384,0.21195652173913043,0.5250921462999717,16.6,81,False,False,True
28.0,4,0.1136950904392765,0.2282608695652174,0.2812588602211511,19.6,82,False,False,True
27.0,4,0.1136950904392765,0.2282608695652174,0.29118230791040545,18.6,82,False,False,True
34.0,4,0.1136950904392765,0.2282608695652174,0.22171817408562522,18.0,82,False,False,True
31.0,4,0.1136950904392765,0.21195652173913043,0.272753047916076,16.2,82,False,False,True
29.0,4,0.1731266149870801,0.20652173913043476,0.2585766940742841,16.0,82,False,False,True
27.0,4,0.21447028423772607,0.2391304347826087,0.31811738020981006,18.0,82,False,False,True
24.0,4,0.18604651162790697,0.25,0.3549759001984689,16.4,82,False,False,True
23.0,4,0.21447028423772607,0.25815217391304346,0.4031755032605614,20.5,82,False,False,True
36.0,4,0.09560723514211888,0.15217391304347827,0.10405443719875251,15.3,82,True,False,False
37.0,4,0.05943152454780362,0.11956521739130432,0.11681315565636519,18.2,82,False,True,False
31.0,4,0.05943152454780362,0.11956521739130432,0.10121916643039408,17.6,82,False,True,False
38.0,4,0.09560723514211888,0.09239130434782605,0.14516586333994896,14.7,82,False,False,True
36.0,4,0.07751937984496121,0.13043478260869562,0.14516586333994896,17.3,82,False,False,True
36.0,4,0.13436692506459946,0.2282608695652174,0.15508931102920331,14.5,82,False,True,False
36.0,4,0.10077519379844962,0.1576086956521739,0.16784802948681599,14.5,82,False,True,False
34.0,4,0.10335917312661497,0.13043478260869562,0.1791891125602495,16.9,82,False,True,False
38.0,4,0.05943152454780362,0.1141304347826087,0.09980153104621492,15.0,82,False,True,False
32.0,4,0.05943152454780362,0.1141304347826087,0.09980153104621492,15.7,82,False,True,False
38.0,4,0.05943152454780362,0.1141304347826087,0.10830734335129011,16.2,82,False,True,False
25.0,6,0.29198966408268734,0.34782608695652173,0.37765806634533594,16.4,82,False,False,True
38.0,6,0.5012919896640827,0.21195652173913043,0.39750496172384464,17.0,82,False,False,True
26.0,4,0.22739018087855295,0.25,0.27558831868443434,14.5,82,False,False,True
22.0,6,0.42377260981912146,0.3586956521739131,0.34647008789339384,14.7,82,False,False,True
32.0,4,0.19638242894056845,0.2717391304347826,0.29827048483130136,13.9,82,False,True,False
36.0,4,0.1731266149870801,0.20652173913043476,0.2146299971647292,13.0,82,False,False,True
27.0,4,0.21447028423772607,0.2391304347826087,0.3790757017295152,17.3,82,False,False,True
27.0,4,0.18604651162790697,0.21739130434782605,0.33371136943578117,15.6,82,False,False,True
44.0,4,0.07493540051679587,0.03260869565217389,0.14658349872412813,24.6,82,True,False,False
32.0,4,0.1731266149870801,0.20652173913043476,0.19336546640204144,11.6,82,False,False,True
28.0,4,0.13436692506459946,0.17934782608695649,0.28692940175786785,18.6,82,False,False,True
31.0,4,0.13178294573643412,0.19565217391304346,0.31386447405727247,19.4,82,False,False,True
